"RANK","TITOLO","ARTISTA","ETICHETTA","DISTRIBUTORE"
845,"P SECONDIGLIANO","GEOLIER2, NICOLA SICILIANO & POISON","POISON","CD BABY"
846,"SHOULD I STAY OR SHOULD I GO","THE CLASH","NOW! MUSIC","SONY MUSIC"
847,"LA CANZONE DEL SOLE","LUCIO BATTISTI","NUMERO UNO","SONY MUSIC"
848,"SEX, DRUGS, ETC.","BEACH WEATHER","RCA","SONY MUSIC"
849,"6 MESI","TY1, GUÈ & J LORD FEAT. FRANCO126","THAURUS","BELIEVE"
850,"FELICITÀ PUTTANA","THEGIORNALISTI","CAROSELLO RECORDS","THE ORCHARD"
851,"FRATELLO MIO","ESCOMAR FEAT. BABY GANG & SIMBA LA RUE","NO PARLA TANTO RECORDS SRLS","SONY MUSIC"
852,"MORAD: BZRP MUSIC SESSIONS, VOL. 47","BIZARRAP & MORAD","DALE PLAY RECORDS","THE ORCHARD"
853,"WHAT IS LOVE","HADDAWAY","SMC","SONY MUSIC"
854,"PORNSTAR","GEMITAIZ & SFERA EBBASTA","TANTA ROBA/ISLAND","UNIVERSAL MUSIC"
855,"STOLEN DANCE","MILKY CHANCE","SURYA MUSICA","BELIEVE"
856,"LOCA","AKA 7EVEN","COLUMBIA","SONY MUSIC"
857,"4 MARZO 1943","LUCIO DALLA","RCA RECORDS LABEL","SONY MUSIC"
858,"I SOLDI E LA DROGA","JAKE LA FURIA & LAZZA","EPIC","SONY MUSIC"
859,"RICCIONE","THEGIORNALISTI","CAROSELLO RECORDS","ARTIST FIRST"
860,"DON'T YOU WORRY CHILD","SWEDISH HOUSE MAFIA FEAT. JOHN MARTIN","EMI","UNIVERSAL MUSIC"
861,"SIGN OF THE TIMES","HARRY STYLES","SONY MUSIC","SONY MUSIC"
862,"MALDITÈ","MIDA","DINERO","BELIEVE"
863,"CHIQUETERE","PASKMAN & RAFA VILLALBA","CRITERIO MUSIC","UNIVERSAL MUSIC"
864,"JE SO' PAZZO","PINO DANIELE","???","UNKNOWN"
865,"COLTELLATA","GAZZELLE FEAT. THASUP","MACISTE DISCHI/ARTIST FIRST","ARTIST FIRST"
866,"ATTENTI AL LUPO","LUCIO DALLA","ARIOLA","SONY MUSIC"
867,"WOMAN","DOJA CAT","RCA","SONY MUSIC"
868,"FAMMI MORIRE","OLLY & JVLI","EPIC","SONY MUSIC"
869,"NEI TRENI LA NOTTE","FRAH QUINTALE","N.A.","FUGA / IIP-DDS"
870,"ROCKET MAN (I THINK IT'S GOING TO BE A LONG LONG TIME)","ELTON JOHN","EMI","UNIVERSAL MUSIC"
871,"STANZA SINGOLA","FRANCO126 FEAT. TOMMASO PARADISO","BOMBA DISCHI/ISLAND","UNI"
872,"COMANDAMENTO","PAKY & GEOLIER","ISLAND","UNIVERSAL MUSIC"
873,"BAILANDO","ENRIQUE IGLESIAS FEAT. SEAN PAUL, DESCEMER BUENO & GENTE DE","REPUBLIC","UNIVERSAL MUSIC"
874,"YOUR LOVE (9PM)","ATB, TOPIC & A7S","VIRGIN","UNIVERSAL MUSIC"
875,"QUESTA NOSTRA STUPIDA CANZONE D'AMORE","THEGIORNALISTI","CAROSELLO RECORDS","THE ORCHARD"
876,"WHERE IS MY MIND?","PIXIES","4AD","BEGGARS NEW MEDIA"
877,"MUJERIEGO","RYAN CASTRO","EPIC","SONY MUSIC"
878,"LA MAMÁ DE LA MAMÁ","EL ALFA, CJ & CHAEL PRODUCIENDO FEAT. EL CHERRY SCOM","EL JEFE RECORDS","CD BABY"
879,"CAMPO MINATO","TANANAI & ARIETE","CAPITOL","UNIVERSAL MUSIC"
880,"RUN","ONEREPUBLIC","VIRGIN","UNIVERSAL MUSIC"
881,"ALLENAMENTO #2","CAPO PLAZA & AVA","PLAZA MUSIC","PIRAMES INTERNATIONAL"
882,"THINKING OUT LOUD","ED SHEERAN","ATLANTIC RECORDS UK","WARNER MUSIC"
883,"FIRST CLASS","JACK HARLOW","GENERATION NOW/ATLANTIC","WARNER MUSIC"
884,"CRY LATER","NOYZ NARCOS, SFERA EBBASTA & NIGHT SKINNY FEAT. LUCHÈ","THAURUS","BELIEVE"
885,"LOADING","CENTRAL CEE","CENTRAL CEE","WARNER MUSIC"
886,"CAS!NO NELLA M!A TESTA","THASUP FEAT. SALMO","ARISTA/COLUMBIA","SONY MUSIC"
887,"SPIT IN MY FACE!","THXSOMCH","ELEKTRA (NEK)","WARNER MUSIC"
888,"UPTOWN FUNK","MARK RONSON FEAT. BRUNO MARS","SONY MUSIC","SONY MUSIC"
889,"EVERYBODY HURTS","R.E.M.","CONCORD RECORDS","UNIVERSAL MUSIC"
890,"NISCIUN'","ROCCO HUNT FEAT. GEOLIER","COLUMBIA","SONY MUSIC"
891,"NON SONO UNA SIGNORA","LOREDANA BERTÈ","NAR INTERNATIONAL","WARNER MUSIC"
892,"DANCING'S DONE","AVA MAX","ATLANTIC RECORDS","WARNER MUSIC"
893,"RON COLA","RAUW ALEJANDRO & SUBELO NEO","EPIC","SONY MUSIC"
894,"GIOVANE FUORICLASSE","CAPO PLAZA & AVA","STO RECORDS","FUGA"
895,"HIGHEST IN THE ROOM","TRAVIS SCOTT FEAT. ROSALÍA & LIL BABY","CACTUS JACK / EPIC","SONY MUSIC"
896,"YOUR SONG","ELTON JOHN","MERCURY","UNIVERSAL MUSIC"
897,"HYMN FOR THE WEEKEND","COLDPLAY","PARLOPHONE","WARNER MUSIC"
898,"DIOR","POP SMOKE","VICTOR VICTOR WORLDWIDE","UNIVERSAL MUSIC"
899,"NO","MEGHAN TRAINOR","SMI EPC","SONY MUSIC"
900,"LAMBORGHINI","GUÈ PEQUENO FEAT. SFERA EBBASTA","UNIVERSAL MUSIC ITALIA SRL.","UNIVERSAL MUSIC"
901,"I WANT TO BREAK FREE","QUEEN","USM","UNIVERSAL MUSIC"
902,"SEVEN NATION ARMY","THE WHITE STRIPES","XL RECORDINGS","BEGGARS NEW MEDIA"
903,"MONDO DI FANGO","GEMITAIZ","TANTA ROBA","UNIVERSAL MUSIC"
904,"BAMBOLA","MATTEO (IT)","SEAMUSICA","BELIEVE"
905,"MAROCCHINO","BABY GANG","WM ITALY","WARNER MUSIC"
906,"LA PRIMA FESTA DEL PAPÀ","TIZIANO FERRO","UNIVERSAL MUSIC ITALIA SRL.","UNIVERSAL MUSIC"
907,"NIGHT BEFORE CHRISTMAS","SAM SMITH","CAPITOL","UNIVERSAL MUSIC"
908,"SPIGOLI","CARL BRAVE, MARA SATTEI & THASUP","ISLAND","UNIVERSAL MUSIC"
909,"BUON VIAGGIO (SHARE THE LOVE)","CESARE CREMONINI","UNIVERSAL MUSIC ITALIA SRL.","UNIVERSAL MUSIC"
910,"OVER THE RAINBOW","ISRAEL KAMAKAWIWO'OLE","ZEITGEIST","UNIVERSAL MUSIC"
911,"DOMANI CI PASSA","LUDWIG","LUDWIG OFFICIAL","TUNECORE"
912,"MALIBU","VEGAS JONES","VIRGIN","UNIVERSAL MUSIC"
913,"IL REGALO PIÙ GRANDE","TIZIANO FERRO","EMI RECORDS ITALY S.R.L.","UNIVERSAL MUSIC"
914,"YOSHI (REMIX)","MACHETE, DANI FAIV & J-BALVIN FEAT. THA SUPREME, FABRI FIBRA & CAPO PLAZA","EPIC","SONY MUSIC"
915,"TORI SEDUTI","J-AX & SHADE","EPIC","SONY MUSIC"
916,"ANGELS","ROBBIE WILLIAMS","UNIVERSAL-ISLAND RECORDS LTD.","UNIVERSAL MUSIC"
917,"SENZA EMOTIONS","VALE PAIN & NKO FEAT. ANNA","REAL MUSIC/ATLANTIC","WARNER MUSIC"
918,"JUST THE WAY YOU ARE","BRUNO MARS","ATLANTIC RECORDS","WARNER MUSIC"
919,"NON AVERE PAURA","TOMMASO PARADISO","ISLAND","UNIVERSAL MUSIC"
920,"WEEKEND","ERNIA","ISLAND","UNIVERSAL MUSIC"
921,"THE FINAL COUNTDOWN","EUROPE","EPIC","SONY MUSIC"
922,"CON IL NASTRO ROSA","LUCIO BATTISTI","NUMERO UNO","SONY MUSIC"
923,"VOLARE","DANNY OCEAN","ATLANTIC RECORDS","WARNER MUSIC"
924,"SHAKE IT OFF","TAYLOR SWIFT","BIG MACHINE RECORDS, LLC","UNIVERSAL MUSIC"
925,"MR. BRIGHTSIDE","THE KILLERS","ISLAND","UNIVERSAL MUSIC"
926,"SCAPPO VADO VIA","NIKO PANDETTA FEAT. J2LASTEU","N.P. PRODUCTION","ADA"
927,"LA DONNA CANNONE","FRANCESCO DE GREGORI","RCA RECORDS LABEL","SONY MUSIC"
928,"SERE NERE","TIZIANO FERRO","CAROSELLO RECORDS","CAROSELLO RECORDS"
929,"TO BUILD A HOME","THE CINEMATIC ORCHESTRA FEAT. PATRICK WATSON","COLOSSEUM RECORDS","ZEBRALUTION"
930,"IL GALLO BARTOLITO","IL REGNO DEI BAMBINI","PLAYAUDIO KIDS","BELIEVE"
931,"HOT IN IT","TIËSTO & CHARLI XCX","ATLANTIC RECORDS","WARNER MUSIC"
932,"DESESPERADOS","RAUW ALEJANDRO & CHENCHO CORLEONE","EPIC","SONY MUSIC"
933,"LOST IN THE FIRE","GESAFFELSTEIN & THE WEEKND","COLUMBIA","SONY MUSIC"
934,"FIORI DI CHERNOBYL","MR.RAIN","WM ITALY","WARNER MUSIC"
935,"PORTOFINO","IL PAGANTE","IL PAGANTE","BELIEVE"
936,"IL COCCODRILLO COME FA?","PICCOLO CORO DELL'ANTONIANO","ZECCHINO D'ORO","SONY MUSIC"
937,"WANNABE","SPICE GIRLS","VIRGIN","UNIVERSAL MUSIC"
938,"SHIRT","SZA","RCA","SONY MUSIC"
939,"GIRO GIRO TONDO","DARIA TOFFALI","BLUE MUSIC","THE ORCHARD"
940,"AIRFORCE","MASSIMO PERICOLO, CROOKERS & MADAME","PLUGGERS","SONY MUSIC"
941,"7 YEARS","LUKAS GRAHAM","WMI","WARNER MUSIC"
942,"EL FARSANTE","OZUNA","VP RECORDS CORP/DIMELO VI","SONY MUSIC"
943,"PAROLE DI GHIACCIO","EMIS KILLA","CAROSELLO RECORDS","THE ORCHARD"
944,"LIPSTICK","KUNGS","VIRGIN","UNIVERSAL MUSIC"
945,"YMCA","VILLAGE PEOPLE","SCORPIO MUSIC","THE ORCHARD"
946,"ONLY LOVE CAN HURT LIKE THIS","PALOMA FAITH","RCA INT.","SONY MUSIC"
947,"BLUE SKY","GEMITAIZ & MADMAN","TANTA ROBA LABEL","UNIVERSAL MUSIC"
948,"HAPPY","PHARRELL WILLIAMS","COLUMBIA","SONY MUSIC"
949,"PHYSICAL","DUA LIPA","WARNER RECORDS","WARNER MUSIC"
950,"ALL THE SMALL THINGS","BLINK-182","GEFFEN","UNIVERSAL MUSIC"
951,"THRIFT SHOP","MACKLEMORE & RYAN LEWIS FEAT. WANZ","MACKLEMORE","WARNER MUSIC"
952,"DIVA","LA RAPPRESENTANTE DI LISTA","SONY MUSIC","SONY MUSIC"
953,"UBER","SFERA EBBASTA FEAT. MIAMI YACINE","ISLAND / DEFJAM RECORDINGS","UNIVERSAL MUSIC"
954,"DENDE","GHALI","STO RECORDS","BELIEVE"
955,"LEVELS","AVICII","UNIVERSAL MUSIC AB","UNIVERSAL MUSIC"
956,"FORTE","GEMITAIZ","TANTA ROBA LABEL","UNIVERSAL MUSIC"
957,"SORRISO (MILANO DATEO)","CALCUTTA","SONY MUSIC","SONY MUSIC"
958,"FENDI BELT","SHIVA & PAKY","MILANO OVEST/COLUMBIA","SONY MUSIC"
959,"AIN'T NO SUNSHINE","BILL WITHERS","SME STRATEGIC MARKETING GROUP","SONY MUSIC"
960,"BELLA VITA","NIKO PANDETTA, TEMPOXSO & JANAX","N.P. PRODUCTION","ADA"
961,"SACRIFICE","THE WEEKND","ISLAND","UNIVERSAL MUSIC"
962,"I WILL SURVIVE","GLORIA GAYNOR","UNIVERSAL RECORDS","UNIVERSAL MUSIC"
963,"POINTLESS","LEWIS CAPALDI","VERTIGO BERLIN","UNIVERSAL MUSIC"
964,"WAY DOWN WE GO","KALEO","ELEKTRA (NEK)","WARNER MUSIC"
965,"POOKIE (REMIX)","AYA NAKAMURA FEAT. CAPO PLAZA","REC. 118","WARNER MUSIC"
966,"PRAY FOR ME","THE WEEKND & KENDRICK LAMAR","BLACK PANTHER (TDE/DMG) PS","UNIVERSAL MUSIC"
967,"DON'T LOOK BACK IN ANGER","OASIS","BIG BROTHER RECORDINGS LTD","THE ORCHARD"
968,"GIULIA","PINGUINI TATTICI NUCLEARI","RCA RECORDS LABEL","SONY MUSIC"
969,"BITTER SWEET SYMPHONY","THE VERVE","VIRGIN RECORDS","UNIVERSAL MUSIC"
970,"CIRCO LOCO","DRAKE & 21 SAVAGE","ISLAND","UNIVERSAL MUSIC"
971,"PULL UP","TOUCHÉ FEAT. BIG P & MILLER","BANDO RECORD$","PK INTERACTIVE / DISTROKID"
972,"ROCKSTAR","POST MALONE FEAT. 21 SAVAGE","UNIVERSAL RECORDS","UNIVERSAL MUSIC"
973,"RAPSTAR","CAPO PLAZA","PLAZA MUSIC/ATLANTIC","WARNER MUSIC"
974,"LORO","MARRACASH","ISLAND","UNIVERSAL MUSIC"
975,"SUNSHINE","ONEREPUBLIC","MOSLEY MUSIC/INTERSCOPE RECORDS","UNIVERSAL MUSIC"
976,"STAN","EMINEM FEAT. DIDO","AFTERMATH","UNIVERSAL MUSIC"
977,"SCACCIACANI","KETAMA126 & MASSIMO PERICOLO","EPIC","SONY MUSIC"
978,"LA CANZONE DELLA CACCA","GIOVANNI CAVIEZEL & ROBERTO PIUMINI","DOLLSWHIP","BELIEVE"
979,"IL BALLO DELLE INCERTEZZE","ULTIMO","HONIRO","BELIEVE"
980,"UNA CANZONE D'AMORE BUTTATA VIA","VASCO ROSSI","VIRGIN","UNIVERSAL MUSIC"
981,"STURDY","RONDODASOSA & NKO","REAL MUSIC/ATLANTIC","WARNER MUSIC"
982,"LOVE THE WAY YOU LIE","EMINEM FEAT. RIHANNA","AFTERMATH","UNIVERSAL MUSIC"
983,"TU NUN O SAJE","JHOSEF","ANTHONY","BELIEVE"
984,"UNICA","ANTONELLO VENDITTI","HEINZ MUSIC","SONY MUSIC"
985,"DOWN IN ATLANTA","PHARRELL WILLIAMS & TRAVIS SCOTT","COLUMBIA","SONY MUSIC"
986,"CALL ME MAYBE","CARLY RAE JEPSEN","SILENT RECORDS IGA","UNIVERSAL MUSIC"
987,"GIVE ME EVERYTHING","PITBULL FEAT. NE-YO, AFROJACK & NAYER","J RECORDS","SONY MUSIC"
988,"MI GENTE","J. BALVIN & WILLY WILLIAM","COLUMBIA/B1","UNIVERSAL MUSIC"
989,"NETFLIX","LAZZA","ISLAND","UNI"
990,"ANOTHER BRICK IN THE WALL (PART 2)","PINK FLOYD","PINK FLOYD RECORDS","UNIVERSAL MUSIC"
991,"HECHA PA' MÍ","BOZA","SONY MUSIC LATIN","SONY MUSIC"
992,"DANDELIONS","RUTH B.","SONY MUSIC","SONY MUSIC"
993,"BODY PARTS (I DENTI)","MARRACASH","ISLAND","UNIVERSAL MUSIC"
994,"CAMBIARE ADESSO","DARK POLO GANG","VIRGIN","UNI"
995,"CON CALMA","DADDY YANKEE FEAT. SNOW","VIRGIN","UNI"
996,"PUSSY & MILLIONS","DRAKE & 21 SAVAGE FEAT. TRAVIS SCOTT","ISLAND","UNIVERSAL MUSIC"
997,"BRING ME TO LIFE","EVANESCENCE","THE BICYCLE MUSIC COMPANY","UNIVERSAL MUSIC"
998,"DON'T STOP THE MUSIC","RIHANNA","DEF JAM RECORDINGS","UNIVERSAL MUSIC"
999,"SPACE SONG","BEACH HOUSE","BELLA UNION","PIAS DIGITAL"
1000,"FORMULA","LABRINTH","MASTERWORKS","SONY MUSIC"
